Area,Item,Year,Area_harvested,Yield,Production,Production_log,encoded_area,encoded_item
Afghanistan,"Almonds, in shell",2019,29203.0,1308.3,38205.0,10.550747850323598,0,2
Afghanistan,"Almonds, in shell",2020,22134.0,1775.9,39307.0,10.579183339482318,0,2
Afghanistan,"Almonds, in shell",2021,36862.0,1743.2,64256.0,11.070645946239251,0,2
Afghanistan,"Almonds, in shell",2022,36462.0,1742.0,63515.0,11.059047121645987,0,2
Afghanistan,"Almonds, in shell",2023,37000.0,1810.8,67000.0,11.112462823634855,0,2
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,25293.0,704.1,17807.76,9.787445750053008,0,3
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,25558.0,703.0,17965.9,9.796286455157635,0,3
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,25357.0,705.0,17876.49,9.791297658560067,0,3
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,25403.0,704.0,17883.38,9.791682985171079,0,3
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,25439.0,704.0,17908.59,9.793091602553753,0,3
Afghanistan,Apricots,2019,17719.0,7300.8,129363.0,11.770385415232424,0,5
Afghanistan,Apricots,2020,17481.0,7538.9,131788.0,11.788957437780025,0,5
Afghanistan,Barley,2021,40273.0,1616.5,65102.0,11.083725910084183,0,12
Afghanistan,Barley,2022,61952.0,1528.4,94687.0,11.458342555199936,0,12
Afghanistan,Figs,2019,3529.0,6891.2,24319.0,10.099054336080103,0,46
Afghanistan,Figs,2020,3219.0,4968.6,15994.0,9.680031452383618,0,46
Afghanistan,Figs,2021,10077.0,5929.9,59755.66,10.998035928017204,0,46
Afghanistan,Figs,2022,9787.0,5929.9,58035.99,10.968835844867643,0,46
Afghanistan,Figs,2023,10228.0,5929.9,60651.09,11.012909373794951,0,46
Afghanistan,Linseed,2019,38323.0,1435.2,55000.0,10.915106645867503,0,69
Afghanistan,Linseed,2020,31089.0,1100.6,34216.0,10.440477875572727,0,69
Afghanistan,Linseed,2021,31329.0,994.8,31165.0,10.347083036005559,0,69
Afghanistan,Linseed,2022,31605.0,904.3,28579.0,10.260462451483859,0,69
Afghanistan,Linseed,2023,35000.0,828.6,29000.0,10.275085591132715,0,69
Afghanistan,Millet,2019,1401.0,1937.2,2714.0,7.906547232368036,0,76
Afghanistan,Millet,2020,1437.0,1318.7,1895.0,7.547501682814967,0,76
Afghanistan,Millet,2021,979.0,1583.2,1550.0,7.346655163176539,0,76
Afghanistan,Millet,2022,1213.0,1577.1,1913.0,7.5569505720129,0,76
Afghanistan,Millet,2023,1142.0,1597.9,1824.12,7.509401017279588,0,76
Afghanistan,Mustard seed,2019,1691.0,1005.3,1700.0,7.438971592395862,0,78
Afghanistan,Mustard seed,2020,1457.0,890.9,1298.0,7.1693500166706,0,78
Afghanistan,Mustard seed,2021,1074.0,1060.5,1139.0,7.038783541388542,0,78
Afghanistan,Mustard seed,2022,1206.0,1223.1,1475.0,7.297091005160418,0,78
Afghanistan,Mustard seed,2023,1000.0,1000.0,1000.0,6.90875477931522,0,78
Afghanistan,Olives,2019,2206.0,3593.7,7926.57,8.978101836395593,0,84
Afghanistan,Olives,2020,2208.0,3633.3,8021.47,8.990001633494316,0,84
Afghanistan,Olives,2021,2207.0,3477.7,7676.13,8.946001058382585,0,84
Afghanistan,Olives,2022,2207.0,3503.0,7730.68,8.95308145302584,0,84
Afghanistan,Olives,2023,2207.0,3527.1,7785.23,8.960112067934457,0,84
Afghanistan,Oranges,2019,973.0,6172.8,6006.18,8.700710699442004,0,87
Afghanistan,Oranges,2020,415.0,7231.3,3001.0,8.007034012193408,0,87
Afghanistan,Oranges,2021,1782.0,6718.5,11972.44,9.390446142394312,0,87
Afghanistan,Oranges,2022,1825.0,5814.4,10611.25,9.269764273216099,0,87
Afghanistan,Oranges,2023,1242.0,5946.8,7385.04,8.907347011049076,0,87
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2019,6117.0,4803.7,29384.09,10.288242681829196,0,89
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2020,6396.0,4342.1,27772.0,10.231819604714468,0,89
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2021,8376.0,4006.8,33560.6,10.421137835249217,0,89
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2022,8021.0,4099.7,32883.72,10.400763391178904,0,89
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2023,8715.0,3808.8,33194.74,10.410176833418719,0,89
Afghanistan,"Other citrus fruit, n.e.c.",2019,3391.0,9070.9,30759.4,10.3339834274362,0,90
Afghanistan,"Other citrus fruit, n.e.c.",2020,449.0,8407.6,3775.0,8.236420527265391,0,90
Afghanistan,"Other citrus fruit, n.e.c.",2021,2965.0,8348.4,24752.98,10.11674156314941,0,90
Afghanistan,"Other citrus fruit, n.e.c.",2022,2402.0,9147.5,21972.26,9.997581538531033,0,90
Afghanistan,"Other citrus fruit, n.e.c.",2023,2116.0,8961.0,18960.64,9.850173269958582,0,90
Afghanistan,"Other fruits, n.e.c.",2019,8503.0,7282.6,61921.74,11.033642757930572,0,92
Afghanistan,"Other fruits, n.e.c.",2020,8259.0,7520.9,62117.47,11.036798647210434,0,92
Afghanistan,"Other fruits, n.e.c.",2021,8337.0,7423.7,61892.29,11.03316705215071,0,92
Afghanistan,"Other fruits, n.e.c.",2022,8366.0,7407.9,61977.16,11.034537343905267,0,92
Afghanistan,"Other fruits, n.e.c.",2023,8321.0,7450.6,61995.64,11.034835469010318,0,92
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,2014.0,858.9,1730.0,7.456454555176209,0,93
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,5035.0,854.0,4300.0,8.366602832783736,0,93
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,4940.0,850.3,4200.0,8.343077871169383,0,93
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,4933.0,838.7,4137.95,8.328197411463155,0,93
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,4643.0,827.2,3841.07,8.253766562839777,0,93
Afghanistan,Other pulses n.e.c.,2019,67114.0,657.6,44132.56,10.694975769755407,0,96
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2019,7558.0,2.6,20.0,3.044522437723423,0,97
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2020,7716.0,2.6,20.0,3.044522437723423,0,97
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2021,8410.0,1.3,11.0,2.4849066497880004,0,97
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2022,7629.0,1.4,10.89,2.4756977107026903,0,97
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2023,9856.0,1.8,17.88,2.9381031607173544,0,97
Afghanistan,Other stone fruits,2019,6880.0,7047.4,48484.61,10.789022331870187,0,98
Afghanistan,Other stone fruits,2020,7104.0,7050.1,50085.44,10.821505591755649,0,98
Afghanistan,Other stone fruits,2021,6941.0,7048.9,48924.66,10.798057282209056,0,98
Afghanistan,Other stone fruits,2022,6975.0,7048.9,49164.9,10.802955572751987,0,98
Afghanistan,Other stone fruits,2023,7007.0,7049.3,49391.67,10.807557311599727,0,98
Afghanistan,Peaches and nectarines,2019,8076.0,7597.9,61361.0,11.024546030034069,0,102
Afghanistan,Peaches and nectarines,2020,6735.0,10395.2,70012.0,11.156436218074447,0,102
Afghanistan,Peaches and nectarines,2021,10160.0,10094.5,102560.0,11.538213022496977,0,102
Afghanistan,Peaches and nectarines,2022,10060.0,10085.4,101459.0,11.527419911120681,0,102
Afghanistan,Peaches and nectarines,2023,11602.0,9163.4,106311.7,11.574140030382774,0,102
Afghanistan,Pears,2019,2473.0,2816.8,6966.0,8.848939995030118,0,103
Afghanistan,Pears,2020,2245.0,8026.7,18020.0,9.79929302351827,0,103
Afghanistan,Pears,2021,4003.0,7994.0,32000.0,10.373522431293592,0,103
Afghanistan,Pears,2022,4000.0,8000.0,32000.0,10.373522431293592,0,103
Afghanistan,Pears,2023,4000.0,7000.0,28000.0,10.239995502805316,0,103
Afghanistan,"Pistachios, in shell",2019,2214.0,1262.0,2793.78,7.93550867050556,0,111
Afghanistan,"Pistachios, in shell",2020,2177.0,1284.5,2796.27,7.936399220541616,0,111
Afghanistan,"Pistachios, in shell",2021,2165.0,1285.7,2784.09,7.93203546781769,0,111
Afghanistan,"Pistachios, in shell",2022,2153.0,1297.2,2793.21,7.935304698051869,0,111
Afghanistan,"Pistachios, in shell",2023,2141.0,1308.8,2801.74,7.938352789102978,0,111
Afghanistan,Plums and sloes,2019,3629.0,10559.7,38321.0,10.553779422789644,0,113
Afghanistan,Plums and sloes,2020,3128.0,9549.9,29872.0,10.30471034138616,0,113
Afghanistan,Plums and sloes,2021,6508.0,8805.2,57304.27,10.956147870550447,0,113
Afghanistan,Plums and sloes,2022,6385.0,8653.9,55254.9,10.919730401008955,0,113
Afghanistan,Plums and sloes,2023,5449.0,8633.6,47041.32,10.758802901084222,0,113
Afghanistan,"Seed cotton, unginned",2019,49371.0,1481.0,73120.0,11.19987088218331,0,127
Afghanistan,"Seed cotton, unginned",2020,56740.0,1305.3,74062.0,11.212671361343652,0,127
Afghanistan,"Seed cotton, unginned",2021,56882.0,1365.6,77680.0,11.260365976208814,0,127
Afghanistan,"Seed cotton, unginned",2022,54896.0,1320.6,72493.0,11.191259078797392,0,127
Afghanistan,"Seed cotton, unginned",2023,51906.0,1318.7,68449.1,11.133860291635907,0,127
Afghanistan,Sesame seed,2020,64862.0,645.3,41855.0,10.64199043481687,0,128
Afghanistan,Sesame seed,2021,27472.0,691.6,19000.0,9.852246888342531,0,128
Afghanistan,Sesame seed,2022,48793.0,858.1,41871.0,10.642372624769926,0,128
Afghanistan,Sesame seed,2023,20000.0,700.0,14000.0,9.546884034617925,0,128
Afghanistan,Soya beans,2022,1828.0,1589.7,2906.0,7.9748769005588755,0,132
Afghanistan,Soya beans,2023,3000.0,2000.0,6000.0,8.699681400989514,0,132
Afghanistan,Sugar beet,2019,616.0,15071.4,9284.0,9.136155473786806,0,136
Afghanistan,Sugar beet,2020,347.0,14501.4,5032.0,8.52377150677636,0,136
Afghanistan,Sugar beet,2021,350.0,14845.7,5196.0,8.555836815008442,0,136
Afghanistan,Sugar beet,2022,343.0,16839.7,5776.0,8.661639795781266,0,136
Afghanistan,Sugar beet,2023,300.0,20000.0,6000.0,8.699681400989514,0,136
Afghanistan,Sugar cane,2019,1653.0,22104.1,36538.0,10.50613546228876,0,137
Afghanistan,Sugar cane,2020,1541.0,26146.7,40292.0,10.603933035577185,0,137
Afghanistan,Sugar cane,2021,1582.0,26190.9,41434.0,10.631881213283142,0,137
Afghanistan,Sugar cane,2022,1705.0,34248.7,58394.0,10.974985548712667,0,137
Afghanistan,Sugar cane,2023,2000.0,28000.0,56000.0,10.933124826700707,0,137
Afghanistan,Sunflower seed,2019,981.0,899.1,882.0,6.78332520060396,0,138
Afghanistan,Sunflower seed,2020,362.0,1069.1,387.0,5.961005339623274,0,138
Afghanistan,Sunflower seed,2021,599.0,1157.8,693.52,6.543220959475937,0,138
Afghanistan,Sunflower seed,2022,678.0,1120.8,759.92,6.63452822749994,0,138
Afghanistan,Sunflower seed,2023,1000.0,1067.9,1067.94,6.974422782228151,0,138
Afghanistan,"Walnuts, in shell",2019,5025.0,2923.4,14690.0,9.594990340370426,0,150
Afghanistan,"Walnuts, in shell",2020,5206.0,2857.7,14877.0,9.607638890751288,0,150
Afghanistan,"Walnuts, in shell",2021,8301.0,2814.1,23360.0,10.058823244245096,0,150
Afghanistan,"Walnuts, in shell",2022,8301.0,2356.3,19560.0,9.881293067026359,0,150
Afghanistan,"Walnuts, in shell",2023,8000.0,3375.0,27000.0,10.203629181337648,0,150
Albania,Apples,2019,4407.0,24441.3,107713.0,11.587234845411368,1,4
Albania,Apples,2020,4420.0,23114.7,102167.0,11.534373796176098,1,4
Albania,Apples,2021,4242.0,26225.8,111247.2,11.619519020122311,1,4
Albania,Apples,2022,4294.0,24137.2,103645.0,11.548736525705847,1,4
Albania,Apples,2023,4365.0,22284.2,97273.87,11.485295961434488,1,4
Albania,Apricots,2019,341.0,14296.2,4875.0,8.492080490601163,1,5
Albania,Apricots,2020,344.0,14950.6,5143.0,8.545586265917455,1,5
Albania,Apricots,2021,345.0,14657.1,5056.7,8.528667113489865,1,5
Albania,Apricots,2022,364.0,15109.9,5500.0,8.612685172875459,1,5
Albania,Apricots,2023,354.0,15751.3,5578.33,8.626823976481587,1,5
Albania,Barley,2019,2742.0,2896.4,7942.0,8.980046316633132,1,12
Albania,Barley,2020,3771.0,3353.2,12645.0,9.445096238618559,1,12
Albania,Barley,2021,5071.0,3019.1,15310.0,9.636326803305096,1,12
Albania,Barley,2022,5597.0,3397.2,19014.0,9.85298342036236,1,12
Albania,Barley,2023,6260.0,3383.2,21178.8,9.96080317624018,1,12
Albania,"Beans, dry",2019,13550.0,1828.9,24782.0,10.117913213230615,1,13
Albania,"Beans, dry",2020,13346.0,1930.3,25762.0,10.156694633064722,1,13
Albania,"Beans, dry",2021,13363.0,1677.6,22418.0,10.0176640925984,1,13
Albania,"Beans, dry",2022,12993.0,1675.5,21770.0,9.988334087946246,1,13
Albania,"Beans, dry",2023,12197.0,1910.9,23307.2,10.056560508970959,1,13
Albania,"Broad beans and horse beans, dry",2019,174.0,1200.8,208.36,5.34405525822189,1,15
Albania,"Broad beans and horse beans, dry",2020,174.0,1200.5,208.81,5.346202359268609,1,15
Albania,"Broad beans and horse beans, dry",2021,174.0,1191.9,207.72,5.340993640828473,1,15
Albania,"Broad beans and horse beans, dry",2022,176.0,1181.9,207.91,5.341903537210958,1,15
Albania,"Broad beans and horse beans, dry",2023,175.0,1191.1,208.1,5.342812606434588,1,15
Albania,"Broad beans and horse beans, green",2019,27.0,4993.6,132.67,4.895374075983382,1,16
Albania,"Broad beans and horse beans, green",2020,26.0,4992.1,130.22,4.876875303916732,1,16
Albania,"Broad beans and horse beans, green",2021,26.0,4991.8,127.63,4.856940066090624,1,16
Albania,"Broad beans and horse beans, green",2022,26.0,4992.5,130.17,4.876494191827054,1,16
Albania,"Broad beans and horse beans, green",2023,26.0,4992.1,129.34,4.870146420904234,1,16
Albania,Cabbages,2019,2023.0,34805.2,70411.0,11.162118982165863,1,18
Albania,Cabbages,2020,1813.0,35825.2,64951.0,11.081403814542282,1,18
Albania,Cabbages,2021,1992.0,34700.5,69126.9,11.14371369092836,1,18
Albania,Cabbages,2022,1970.0,33855.8,66696.0,11.107915253380952,1,18
Albania,Cabbages,2023,1948.0,35277.8,68705.2,11.137594721591077,1,18
Albania,Cantaloupes and other melons,2019,1502.0,27105.9,40713.0,10.614327292626992,1,20
Albania,Cantaloupes and other melons,2020,1722.0,29131.2,50164.0,10.823072851359713,1,20
Albania,Cantaloupes and other melons,2021,1644.0,30826.2,50669.1,10.83309127202238,1,20
Albania,Cantaloupes and other melons,2022,1775.0,31788.1,56420.7,10.940609115261216,1,20
Albania,Cantaloupes and other melons,2023,1721.0,30248.0,52062.3,10.860215564937599,1,20
Albania,Carrots and turnips,2019,423.0,32082.7,13571.0,9.51576412590412,1,21
Albania,Carrots and turnips,2020,415.0,28419.3,11794.0,9.375430991841775,1,21
Albania,Carrots and turnips,2021,356.0,28347.6,10080.4,9.21844742087008,1,21
Albania,Carrots and turnips,2022,324.0,29486.2,9538.8,9.163227799861989,1,21
Albania,Cauliflowers and broccoli,2019,342.0,23122.8,7908.0,8.975756630519417,1,26
Albania,Cauliflowers and broccoli,2020,332.0,21704.8,7206.0,8.88280805492444,1,26
Albania,Cauliflowers and broccoli,2021,324.0,22606.4,7317.7,8.89818799555497,1,26
Albania,Cauliflowers and broccoli,2022,383.0,20049.6,7676.0,8.945984124827898,1,26
Albania,Cauliflowers and broccoli,2023,355.0,20767.5,7373.5,8.905783382299557,1,26
Albania,Cherries,2019,2203.0,8933.7,19681.0,9.88745979145893,1,28
Albania,Cherries,2020,2237.0,9151.1,20471.0,9.926813377839625,1,28
Albania,Cherries,2021,2255.0,9779.1,22049.9,10.00110869636856,1,28
Albania,Cherries,2022,2280.0,10682.9,24357.0,10.100615616647056,1,28
Albania,Cherries,2023,2315.0,8508.4,19695.6,9.888201310998426,1,28
Albania,"Chestnuts, in shell",2019,2406.0,2429.8,5846.0,8.67368398817567,1,29
Albania,"Chestnuts, in shell",2020,2407.0,2333.2,5616.0,8.633552992532433,1,29
Albania,"Chestnuts, in shell",2021,2409.0,2113.6,5090.7,8.535367041995102,1,29
Albania,"Chestnuts, in shell",2022,2412.0,2496.7,6022.0,8.70334075304372,1,29
Albania,"Chestnuts, in shell",2023,2429.0,2612.1,6343.6,8.755359336396102,1,29
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,3055.0,27843.2,85061.0,11.351135681345687,1,33
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,3367.0,30607.7,103056.0,11.543037512201789,1,33
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,3220.0,30850.3,99334.9,11.506262315411787,1,33
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,3148.0,30818.8,97017.5,11.482656960949942,1,33
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,3179.0,33022.3,104982.3,11.561556568871199,1,33
Albania,Dates,2019,485.0,28938.1,14035.0,9.549380736703105,1,43
Albania,Dates,2020,487.0,29919.9,14571.0,9.586857158128455,1,43
Albania,Dates,2021,489.0,29565.4,14454.5,9.578830243959452,1,43
Albania,Dates,2022,490.0,30342.9,14868.0,9.607033787697222,1,43
Albania,Dates,2023,490.0,30440.8,14916.0,9.61025678115393,1,43
Albania,Eggplants (aubergines),2019,1190.0,26152.9,31122.0,10.345702374674325,1,45
Albania,Eggplants (aubergines),2020,1225.0,28310.2,34680.0,10.453947265542192,1,45
Albania,Eggplants (aubergines),2021,1276.0,27764.8,35425.1,10.475204115594083,1,45
Albania,Eggplants (aubergines),2022,1180.0,28722.3,33889.5,10.430890018106899,1,45
Albania,Eggplants (aubergines),2023,1157.0,28731.5,33228.5,10.41119331459084,1,45
Albania,Figs,2019,1489.0,14791.1,22024.0,9.999933450804381,1,46
Albania,Figs,2020,1504.0,14553.9,21889.0,9.993785190516908,1,46
Albania,Figs,2021,1508.0,15981.6,24095.46,10.089820220722848,1,46
Albania,Figs,2022,1516.0,15477.6,23464.0,10.063265228228518,1,46
Albania,Figs,2023,1518.0,15379.6,23350.24,10.05840536661208,1,46
Albania,Green garlic,2019,989.0,15223.5,15056.0,9.619598278323043,1,53
Albania,Green garlic,2020,1259.0,16459.1,20722.0,9.938999473537487,1,53
Albania,Green garlic,2021,1117.0,16588.0,18520.5,9.82668749844089,1,53
Albania,Green garlic,2022,1174.0,16218.3,19038.7,9.854281551918703,1,53
Albania,Green garlic,2023,1062.0,15643.4,16608.58,9.717734916315338,1,53
Albania,Hop cones,2019,2422.0,760.3,1841.54,7.518900333461491,1,57
Albania,Hop cones,2020,2386.0,758.7,1810.08,7.501678631396982,1,57
Albania,Hop cones,2021,2387.0,758.3,1809.91,7.501584760348125,1,57
Albania,Hop cones,2022,2398.0,759.1,1820.51,7.507421106414333,1,57
Albania,Hop cones,2023,2390.0,758.7,1813.5,7.503565226653125,1,57
Albania,Leeks and other alliaceous vegetables,2019,1531.0,24098.0,36894.0,10.515831319492467,1,65
Albania,Leeks and other alliaceous vegetables,2020,1484.0,24543.1,36422.0,10.502955722212086,1,65
Albania,Leeks and other alliaceous vegetables,2021,1526.0,24202.3,36937.6,10.51701235373888,1,65
Albania,Leeks and other alliaceous vegetables,2022,1550.0,25248.1,39124.5,10.574529707313513,1,65
Albania,Leeks and other alliaceous vegetables,2023,1743.0,26596.2,46357.2,10.744153470125283,1,65
Albania,Lettuce and chicory,2019,1440.0,14931.9,21502.0,9.975947739265388,1,68
Albania,Lettuce and chicory,2020,1625.0,15480.0,25155.0,10.132851715663394,1,68
Albania,Lettuce and chicory,2021,1576.0,14984.1,23619.5,10.069870258028574,1,68
Albania,Lettuce and chicory,2022,1669.0,21791.7,36379.0,10.501774452072114,1,68
Albania,Lettuce and chicory,2023,1698.0,14657.4,24889.45,10.122239474748225,1,68
Albania,Oats,2019,15800.0,2112.8,33382.0,10.415802067353537,1,81
Albania,Oats,2020,15545.0,2288.8,35579.0,10.479538961219825,1,81
Albania,Oats,2021,15146.0,2184.2,33082.0,10.406774834263818,1,81
Albania,Oats,2022,15045.0,2270.3,34157.0,10.438752098179137,1,81
Albania,Oats,2023,14927.0,2306.1,34422.5,10.446494749662776,1,81
Albania,Okra,2019,696.0,11502.7,8007.54,8.988263751289015,1,83
Albania,Okra,2020,701.0,11582.2,8121.39,9.002379724823053,1,83
Albania,Okra,2021,723.0,11275.4,8154.18,9.006408587159775,1,83
Albania,Okra,2022,722.0,11205.8,8094.37,8.999047572293875,1,83
Albania,Okra,2023,722.0,11257.2,8123.31,9.002616080514846,1,83
Albania,Olives,2019,47136.0,2085.7,98313.0,11.495921717154042,1,84
Albania,Olives,2020,48102.0,2743.6,131971.0,11.7903450578555,1,84
Albania,Olives,2021,48723.0,2261.0,110164.5,11.609739059534565,1,84
Albania,Olives,2023,50404.0,2333.5,117618.05,11.675206291123652,1,84
Albania,"Onions and shallots, dry (excluding dehydrated)",2019,5236.0,20887.7,109368.0,11.60248276501235,1,85
Albania,"Onions and shallots, dry (excluding dehydrated)",2020,5179.0,20145.4,104333.0,11.555352570610124,1,85
Albania,"Onions and shallots, dry (excluding dehydrated)",2021,5259.0,20588.7,108276.2,11.592449884509517,1,85
Albania,"Onions and shallots, dry (excluding dehydrated)",2022,5433.0,20046.6,108913.2,11.59831569527805,1,85
Albania,"Onions and shallots, dry (excluding dehydrated)",2023,5357.0,21859.9,117109.9,11.670876628089054,1,85
Albania,"Onions and shallots, green",2019,1924.0,20925.7,40261.0,10.603163375058774,1,86
Albania,"Onions and shallots, green",2020,2284.0,21640.5,49427.0,10.808272344224081,1,86
Albania,"Onions and shallots, green",2021,2191.0,22780.0,49910.9,10.818014730262409,1,86
Albania,"Onions and shallots, green",2022,2302.0,22388.2,51546.6,10.850260931620278,1,86
Albania,"Onions and shallots, green",2023,2179.0,22101.1,48161.1,10.78232768368321,1,86
Albania,"Other beans, green",2019,980.0,12498.0,12248.0,9.413199579987685,1,88
Albania,"Other beans, green",2020,970.0,12127.8,11764.0,9.372884301161463,1,88
Albania,"Other beans, green",2021,1016.0,12881.6,13082.6,9.479114816500337,1,88
Albania,"Other beans, green",2022,1014.0,13023.3,13203.0,9.488275092973083,1,88
Albania,"Other beans, green",2023,1044.0,14076.0,14691.14,9.59506793588953,1,88
Albania,"Other citrus fruit, n.e.c.",2019,1.0,25679.0,16.0,2.833213344056216,1,90
Albania,"Other citrus fruit, n.e.c.",2020,1.0,27021.8,16.0,2.833213344056216,1,90
Albania,"Other citrus fruit, n.e.c.",2021,1.0,26047.3,13.5,2.6741486494265287,1,90
Albania,"Other fruits, n.e.c.",2019,121.0,27528.9,3331.0,8.111328003286733,1,92
Albania,"Other fruits, n.e.c.",2020,125.0,26760.0,3345.0,8.11552088154677,1,92
Albania,"Other fruits, n.e.c.",2021,122.0,25686.9,3133.8,8.050320655178709,1,92
Albania,"Other fruits, n.e.c.",2022,123.0,25902.4,3186.0,8.066835314417336,1,92
Albania,"Other fruits, n.e.c.",2023,150.0,25656.6,3840.8,8.253696285752811,1,92
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,946.0,8830.9,8354.0,9.030615441029495,1,93
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,1015.0,9233.5,9372.0,9.145588494746486,1,93
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,1097.0,9027.8,9899.0,9.20029003612268,1,93
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,1194.0,9682.6,11561.0,9.355479137642421,1,93
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,1411.0,8955.1,12636.0,9.444384297758681,1,93
Albania,Other pulses n.e.c.,2019,1142.0,612.9,699.84,6.552279615618887,1,96
Albania,Other pulses n.e.c.,2020,1162.0,616.4,716.02,6.575103734213379,1,96
Albania,Other pulses n.e.c.,2021,1166.0,614.4,716.44,6.5756893204437405,1,96
Albania,Other pulses n.e.c.,2022,1173.0,615.9,722.41,6.58397614303318,1,96
Albania,Other pulses n.e.c.,2023,1180.0,608.8,718.29,6.578264614371555,1,96
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2019,398.0,888.3,353.87,5.871751525225755,1,97
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2020,405.0,861.7,349.33,5.8588755674157165,1,97
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2021,400.0,876.9,350.99,5.863602766103642,1,97
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2022,403.0,871.9,351.39,5.864738516814899,1,97
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2023,406.0,864.1,350.57,5.862408837938621,1,97
Albania,"Other vegetables, fresh n.e.c.",2019,1512.0,16082.7,24317.0,10.098972095856363,1,100
Albania,"Other vegetables, fresh n.e.c.",2020,1650.0,17397.6,28706.0,10.264896274447372,1,100
Albania,"Other vegetables, fresh n.e.c.",2021,1628.0,18058.7,29395.9,10.288644505590485,1,100
Albania,"Other vegetables, fresh n.e.c.",2022,1809.0,21453.3,38802.5,10.566265727728599,1,100
Albania,"Other vegetables, fresh n.e.c.",2023,1573.0,20542.4,32311.9,10.383221810284416,1,100
Albania,Peaches and nectarines,2019,1243.0,15996.8,19884.0,9.897720957641791,1,102
Albania,Peaches and nectarines,2020,1267.0,16094.7,20392.0,9.922946983692347,1,102
Albania,Peaches and nectarines,2021,1281.0,16087.9,20611.8,9.93366752103726,1,102
Albania,Peaches and nectarines,2022,1305.0,17219.9,22472.0,10.020069867615993,1,102
Albania,Peaches and nectarines,2023,1318.0,17397.5,22936.9,10.040545843336972,1,102
Albania,Pears,2019,759.0,18586.3,14107.0,9.554497291355943,1,103
Albania,Pears,2020,776.0,18487.1,14346.0,9.57129614009839,1,103
Albania,Pears,2021,781.0,18247.1,14243.7,9.564140186689183,1,103
Albania,Pears,2022,794.0,18860.2,14975.0,9.614204198717374,1,103
Albania,Pears,2023,811.0,18204.3,14762.58,9.599918616170067,1,103
Albania,"Peas, green",2019,496.0,11000.0,5456.0,8.604654467186231,1,105
Albania,"Peas, green",2020,485.0,11808.2,5727.0,8.653121708640482,1,105
Albania,"Peas, green",2021,577.0,13613.1,7856.1,8.969172860598965,1,105
Albania,"Peas, green",2022,604.0,14551.8,8782.0,9.080573313917117,1,105
Albania,"Peas, green",2023,547.0,13049.2,7143.15,8.874049118976446,1,105
Albania,Plums and sloes,2019,2626.0,15585.7,40928.0,10.619594137230983,1,113
Albania,Plums and sloes,2020,2644.0,15774.6,41708.0,10.638472211837653,1,113
Albania,Plums and sloes,2021,2659.0,15492.2,41186.1,10.625880379513333,1,113
Albania,Plums and sloes,2022,2663.0,16951.2,45141.0,10.717568355991702,1,113
Albania,Plums and sloes,2023,2681.0,14859.7,39837.26,10.592583036045973,1,113
Albania,"Pumpkins, squash and gourds",2019,675.0,28034.1,18923.0,9.848186236751038,1,117
